feature_id,title,description,domain,geo_country,geo_state,age_min,age_max,data_practices,addictive_features,safety_controls,label,rationale,implicated_regs,risk_tags,source_seed,confidence_score,generation_timestamp
"GEN-0000","Infinite Scroll for Shorts","Continuous video feed with infinite scrolling for seamless content discovery","recommendations","Germany","None","18","25","engagement_patterns; device_info; viewing_history","infinite_scroll; push_notifications; autoplay; social_pressure","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","addiction_risk; high_risk_feature","template_recommendations","0.71","2025-08-30T16:00:58.556420"
"GEN-0001","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","Netherlands","None","18","25","demographic_data; purchase_history; browsing_behavior","targeted_advertising","age_verification; content_filtering; ad_transparency","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","","template_advertising","0.9","2025-08-30T16:00:58.556485"
"GEN-0002","Gamified Achievement System","Points; badges; and levels to incentivize platform engagement","growth","USA","California","16","18","achievement_progress; competition_data; engagement_metrics","gamification; social_competition","content_filtering; parental_controls","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","minor_targeting; high_risk_feature","template_growth","0.72","2025-08-30T16:00:58.556515"
"GEN-0003","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","Florida","14","17","settings_history; privacy_preferences","","clear_explanations; default_private_settings","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Missing parental consent for 14-15 age group","US-FL","minor_targeting","template_privacy","0.94","2025-08-30T16:00:58.556535"
"GEN-0004","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","France","None","16","18","social_connections; interaction_history; friend_activity","social_validation; real_time_updates","privacy_controls","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","minor_targeting","template_recommendations","0.88","2025-08-30T16:00:58.556554"
"GEN-0005","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","USA","Florida","16","18","report_logs; content_hashes; detection_metadata","","human_review; parental_controls; law_enforcement_cooperation; user_controls; automated_reporting","Compliant","Feature meets all Florida Online Protections for Minors (HB 3) requirements","US-FL","minor_targeting","template_safety","0.79","2025-08-30T16:00:58.556577"
"GEN-0006","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","Netherlands","None","21","65","report_history; comment_analysis; behavioral_patterns","","age_verification; counseling_resources; automatic_intervention; content_filtering","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","","template_safety","0.79","2025-08-30T16:00:58.556598"
"GEN-0007","Crisis Intervention Alerts","System to detect self-harm content and provide mental health resources","safety","USA","Florida","16","18","content_analysis; resource_engagement; intervention_logs","push_notifications; social_pressure","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications","US-FL","minor_targeting; addiction_risk","template_safety","0.93","2025-08-30T16:00:58.556623"
"GEN-0008","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","USA","Florida","14","16","report_history; comment_analysis; behavioral_patterns","infinite_scroll; social_pressure; variable_rewards","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Missing parental consent for 14-15 age group; Uses addictive feature: infinite_scroll; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_safety","0.89","2025-08-30T16:00:58.556646"
"GEN-0009","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","California","13","18","settings_history; privacy_preferences","","clear_explanations; default_private_settings","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","child_targeting","template_privacy","0.72","2025-08-30T16:00:58.556662"
"GEN-0010","Gamified Achievement System","Points; badges; and levels to incentivize platform engagement","growth","Germany","None","18","25","achievement_progress; competition_data; engagement_metrics","gamification","content_filtering; user_controls","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","high_risk_feature","template_growth","0.94","2025-08-30T16:00:58.556685"
"GEN-0011","Crisis Intervention Alerts","System to detect self-harm content and provide mental health resources","safety","USA","Florida","18","25","content_analysis; resource_engagement; intervention_logs","push_notifications; social_pressure","immediate_support; content_filtering; professional_referrals; parental_controls","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications","US-FL","addiction_risk","template_safety","0.94","2025-08-30T16:00:58.556708"
"GEN-0012","Age-Gated Adult Content","Restricted live streaming categories requiring age verification","live_streaming","Netherlands","None","18","25","age_verification_data; content_preferences","social_pressure; variable_rewards","strict_age_verification","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_live_streaming","0.89","2025-08-30T16:00:58.556731"
"GEN-0013","Social Proof Metrics","Public display of likes; shares; and follower counts to drive engagement","growth","USA","Florida","13","15","social_validation_data; engagement_metrics","push_notifications; public_metrics; social_validation; variable_rewards","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: push_notifications; Uses addictive feature: public_metrics and 1 other issues","US-FL","child_targeting; addiction_risk","template_growth","0.76","2025-08-30T16:00:58.556755"
"GEN-0014","Infinite Scroll for Shorts","Continuous video feed with infinite scrolling for seamless content discovery","recommendations","France","None","18","25","engagement_patterns; device_info; viewing_history","infinite_scroll; push_notifications; autoplay; social_pressure","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","addiction_risk; high_risk_feature","template_recommendations","0.83","2025-08-30T16:00:58.556777"
"GEN-0015","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","USA","Florida","13","15","contact_lists; conversation_history; message_content","push_notifications; social_pressure","message_filtering","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: push_notifications","US-FL","child_targeting; addiction_risk; high_risk_feature","template_messaging","0.76","2025-08-30T16:00:58.556801"
"GEN-0016","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","Germany","None","14","17","social_connections; interaction_history; friend_activity","social_validation; real_time_updates","privacy_controls","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","minor_targeting","template_recommendations","0.72","2025-08-30T16:00:58.556817"
"GEN-0017","Personalized Study Feed","AI-curated educational content based on learning preferences and academic interests","recommendations","France","None","14","16","educational_preferences; time_spent_learning; quiz_results","infinite_scroll; push_notifications; variable_rewards; social_pressure","content_filtering","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","minor_targeting; addiction_risk","template_recommendations","0.9","2025-08-30T16:00:58.556841"
"GEN-0018","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","USA","Florida","18","25","demographic_data; purchase_history; browsing_behavior","targeted_advertising","ad_transparency","Compliant","Feature meets all Florida Online Protections for Minors (HB 3) requirements","US-FL","","template_advertising","0.81","2025-08-30T16:00:58.556856"
"GEN-0019","Social Proof Metrics","Public display of likes; shares; and follower counts to drive engagement","growth","Netherlands","None","14","17","social_validation_data; engagement_metrics","push_notifications; public_metrics; social_validation; variable_rewards","hide_metrics_option","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk","template_growth","0.72","2025-08-30T16:00:58.556871"
"GEN-0020","Live Stream Discovery","Real-time promotion of live streams based on user interests and social connections","live_streaming","USA","California","16","18","live_viewing_history; creator_follows; interaction_patterns","infinite_scroll; social_pressure; live_notifications; fomo_triggers","","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","minor_targeting; addiction_risk; high_risk_feature","template_live_streaming","0.82","2025-08-30T16:00:58.556892"
"GEN-0021","Disappearing Messages","Time-limited messages that auto-delete after specified duration","messaging","Netherlands","None","14","17","deletion_logs; message_metadata","","screenshot_detection","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting","template_messaging","0.94","2025-08-30T16:00:58.556908"
"GEN-0022","Location-Based Local Ads","Geo-targeted advertisements for local businesses and services","advertising","USA","California","13","18","local_preferences; location_data; visit_history","","location_controls","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","child_targeting; privacy_risk","template_advertising","0.93","2025-08-30T16:00:58.556923"
"GEN-0023","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","USA","Florida","18","25","contact_lists; conversation_history; message_content","push_notifications; social_pressure","parental_oversight; message_filtering","Partially Compliant","Partial compliance: 1 violations mitigated by parental_oversight","US-FL","addiction_risk; high_risk_feature","template_messaging","0.81","2025-08-30T16:00:58.556943"
"GEN-0024","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","France","None","13","17","demographic_data; purchase_history; browsing_behavior","social_pressure; targeted_advertising","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","child_targeting; addiction_risk","template_advertising","0.83","2025-08-30T16:00:58.556967"
"GEN-0025","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","USA","California","14","17","social_connections; interaction_history; friend_activity","social_validation; real_time_updates","privacy_controls","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","minor_targeting","template_recommendations","0.87","2025-08-30T16:00:58.556983"
"GEN-0026","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","Netherlands","None","14","17","contact_lists; conversation_history; message_content","push_notifications; social_pressure","parental_oversight; message_filtering","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk; high_risk_feature","template_messaging","0.85","2025-08-30T16:00:58.556998"
"GEN-0027","Crisis Intervention Alerts","System to detect self-harm content and provide mental health resources","safety","USA","California","13","15","content_analysis; resource_engagement; intervention_logs","infinite_scroll; push_notifications; variable_rewards; social_pressure","immediate_support","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","child_targeting; addiction_risk","template_safety","0.81","2025-08-30T16:00:58.557022"
"GEN-0028","Auto-play Next Video","Automatic progression to next recommended video without user interaction","recommendations","Germany","None","18","25","viewing_patterns; content_preferences","seamless_transition; autoplay","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","high_risk_feature","template_recommendations","0.73","2025-08-30T16:00:58.557039"
"GEN-0029","Personalized Study Feed","AI-curated educational content based on learning preferences and academic interests","recommendations","Netherlands","None","18","25","educational_preferences; time_spent_learning; quiz_results","infinite_scroll; push_notifications; variable_rewards; social_pressure","content_filtering","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_recommendations","0.93","2025-08-30T16:00:58.557062"
"GEN-0030","Live Stream Discovery","Real-time promotion of live streams based on user interests and social connections","live_streaming","Germany","None","18","25","live_viewing_history; creator_follows; interaction_patterns","infinite_scroll; social_pressure; live_notifications; fomo_triggers","age_verification","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","addiction_risk; high_risk_feature","template_live_streaming","0.77","2025-08-30T16:00:58.557077"
"GEN-0031","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","France","None","13","18","report_history; comment_analysis; behavioral_patterns","infinite_scroll; social_pressure; variable_rewards","counseling_resources; automatic_intervention","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","child_targeting; addiction_risk","template_safety","0.76","2025-08-30T16:00:58.557093"
"GEN-0032","Auto-play Next Video","Automatic progression to next recommended video without user interaction","recommendations","USA","California","18","25","viewing_patterns; content_preferences","seamless_transition; autoplay","","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","high_risk_feature","template_recommendations","0.89","2025-08-30T16:00:58.557109"
"GEN-0033","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","Germany","None","18","25","engagement_history; creator_preferences","infinite_scroll; push_notifications; social_influence","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","addiction_risk","template_advertising","0.85","2025-08-30T16:00:58.557130"
"GEN-0034","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","USA","Florida","14","17","contact_lists; conversation_history; message_content","push_notifications; social_pressure","parental_oversight; message_filtering","Partially Compliant","Partial compliance: 2 violations mitigated by parental_oversight","US-FL","minor_targeting; addiction_risk; high_risk_feature","template_messaging","0.92","2025-08-30T16:00:58.557147"
"GEN-0035","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","USA","Florida","13","18","report_logs; content_hashes; detection_metadata","","automated_reporting; law_enforcement_cooperation; human_review","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida)","US-FL","child_targeting","template_safety","0.94","2025-08-30T16:00:58.557163"
"GEN-0036","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","USA","California","16","18","demographic_data; purchase_history; browsing_behavior","social_pressure; targeted_advertising","ad_transparency","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_advertising","0.88","2025-08-30T16:00:58.557179"
"GEN-0037","Daily Login Streaks","Reward system for consecutive daily app usage with escalating benefits","growth","USA","California","13","17","streak_data; login_patterns; reward_history","habit_formation; push_notifications; escalating_rewards; loss_aversion; variable_rewards","","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","child_targeting; addiction_risk; high_risk_feature","template_growth","0.76","2025-08-30T16:00:58.557202"
"GEN-0038","Virtual Gift Economy","In-app currency system for viewers to send virtual gifts to streamers","live_streaming","USA","Florida","13","15","gifting_history; spending_patterns; payment_info","push_notifications; social_pressure; virtual_economy; social_status; variable_rewards","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards and 1 other issues","US-FL","child_targeting; addiction_risk; high_risk_feature","template_live_streaming","0.79","2025-08-30T16:00:58.557225"
"GEN-0039","Crisis Intervention Alerts","System to detect self-harm content and provide mental health resources","safety","France","None","13","17","content_analysis; resource_engagement; intervention_logs","infinite_scroll; push_notifications; variable_rewards; social_pressure","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","child_targeting; addiction_risk","template_safety","0.79","2025-08-30T16:00:58.557247"
"GEN-0040","Disappearing Messages","Time-limited messages that auto-delete after specified duration","messaging","France","None","13","17","deletion_logs; message_metadata","infinite_scroll; social_pressure; variable_rewards","","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","child_targeting; addiction_risk","template_messaging","0.72","2025-08-30T16:00:58.557270"
"GEN-0041","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","Florida","16","18","settings_history; privacy_preferences","infinite_scroll; social_pressure; push_notifications; variable_rewards","default_private_settings","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_privacy","0.81","2025-08-30T16:00:58.557294"
"GEN-0042","Crisis Intervention Alerts","System to detect self-harm content and provide mental health resources","safety","USA","Florida","14","16","content_analysis; resource_engagement; intervention_logs","infinite_scroll; push_notifications; variable_rewards; social_pressure","immediate_support","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Missing parental consent for 14-15 age group; Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications and 1 other issues","US-FL","minor_targeting; addiction_risk","template_safety","0.81","2025-08-30T16:00:58.557318"
"GEN-0043","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","Germany","None","18","25","settings_history; privacy_preferences","infinite_scroll; social_pressure; push_notifications; variable_rewards","clear_explanations; default_private_settings","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","addiction_risk","template_privacy","0.83","2025-08-30T16:00:58.557334"
"GEN-0044","Personalized Study Feed","AI-curated educational content based on learning preferences and academic interests","recommendations","USA","California","13","17","educational_preferences; time_spent_learning; quiz_results","infinite_scroll; push_notifications; variable_rewards; social_pressure","","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","child_targeting; addiction_risk","template_recommendations","0.85","2025-08-30T16:00:58.557356"
"GEN-0045","Group Chat Creation","Feature allowing users to create and manage group conversations","messaging","USA","California","13","18","shared_content; group_membership; admin_actions","group_dynamics","reporting_tools; group_moderation","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","child_targeting","template_messaging","0.82","2025-08-30T16:00:58.557371"
"GEN-0046","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","USA","California","13","18","engagement_history; creator_preferences","infinite_scroll; push_notifications; social_influence","sponsorship_disclosure","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","child_targeting; addiction_risk","template_advertising","0.75","2025-08-30T16:00:58.557387"
"GEN-0047","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","USA","Florida","18","25","social_connections; interaction_history; friend_activity","infinite_scroll; social_validation; real_time_updates; push_notifications; social_pressure; variable_rewards","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","addiction_risk","template_recommendations","0.92","2025-08-30T16:00:58.557414"
"GEN-0048","Group Chat Creation","Feature allowing users to create and manage group conversations","messaging","USA","Florida","16","18","shared_content; group_membership; admin_actions","infinite_scroll; social_pressure; variable_rewards; group_dynamics","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_messaging","0.76","2025-08-30T16:00:58.557436"
"GEN-0049","Age-Gated Adult Content","Restricted live streaming categories requiring age verification","live_streaming","Germany","None","14","16","age_verification_data; content_preferences","push_notifications; social_pressure; variable_rewards","strict_age_verification","Compliant","Feature meets all EU Digital Services Act (DSA) requirements","EU","minor_targeting; addiction_risk","template_live_streaming","0.78","2025-08-30T16:00:58.557458"
